0,1,2,3,4,5,6,7,8,9
브릭스,378,372,373,374,375,376,377,379,370
커피프린스 1호점,747,624,142,529,457,415,643,756,104
소울 트레인 빈티지 뮤직 라운지,981,861,997,791,992,1106,455,492,988
클럽 페이스,411,950,869,932,989,814,421,548,538
클럽 버닝썬,866,18,605,22,781,516,567,495,591
클럽 매스,458,1108,1105,405,1074,455,791,945,145
북한산 국립공원,691,1037,658,754,1024,1002,1008,389,626
여의도 한강공원,1006,842,389,1033,1021,800,1003,1012,847
한강 공원,1027,1006,1024,390,1032,1014,597,784,706
하늘공원,1004,760,1063,1054,1016,1036,619,1040,1049
남산 공원,1004,760,1063,1054,1016,1036,619,1040,1049
여의도 공원,1032,1003,1002,1033,389,390,1026,1012,800
서울 어린이 대공원,521,866,838,930,522,684,952,511,112
낙산공원,691,1001,626,734,847,390,389,1003,1006
롯데월드 아쿠아리움,660,73,943,975,397,1116,558,1071,25
동대문 역사 문화 공원,728,812,620,339,619,248,496,820,785
코엑스 아쿠아리움,486,89,48,564,989,80,410,408,565
석촌호수,1006,648,1002,1003,1024,1033,856,663,735
인왕산,1053,847,854,444,1049,1040,646,658,1001
선유도 공원,1003,711,706,1027,389,1006,1033,684,1028
용산 가족 공원,389,1028,684,390,1051,1033,674,1022,711
아차산,1063,760,1054,1049,1047,1040,1039,1051,325
서울식물원,229,313,70,493,509,839,1072,1022,389
꿈의 숲,1040,1019,1036,760,1063,1054,690,1014,389
양재 시민 공원,1018,1060,676,1065,1053,1047,854,658,692
탑골 공원,685,557,853,676,359,509,839,493,1025
경의선숲길,1002,663,856,1026,842,706,451,179,90
보라매 공원,994,691,1032,390,1033,706,868,694,1007
응봉산,754,597,784,585,842,84,940,952,917
도산 공원,1003,751,684,1001,1012,1002,1006,1027,319
뚝섬 한강공원 수영장,871,975,943,1116,800,824,659,527,524
송파나루공원,1006,390,1021,1033,1003,430,706,28,703
몽마르뜨 공원,1003,1046,765,1014,1114,1032,1006,1116,784
홍릉 수목원,1003,1015,1014,711,751,800,593,453,176
여의도 샛강 생태 공원,1063,1054,760,1059,1040,1049,1047,1003,1031
63 시월드,932,869,598,797,538,60,52,971,182
와룡 공원,1063,1054,760,1003,1027,691,1036,675,690
장충단공원,1006,1033,1119,1003,502,784,800,597,1027
삼청공원,1006,390,1002,1032,800,706,1022,389,1026
수성동 계곡,101,420,493,839,933,509,1046,730,632
마로니에 공원,1103,149,283,1098,340,92,263,1102,1065
낙성대공원,1040,690,1018,1033,1032,760,1063,1054,1027
청운공원,1001,691,668,650,1032,720,952,917,442
광나루 한강공원,761,762,783,789,790,829,516,781,714
용마폭포공원,1060,1016,192,1110,466,1065,1061,833,226
길동생태공원,1036,1054,1063,760,690,1018,1032,1060,1016
남산야외식물원,1032,1033,691,442,1037,650,390,1051,668
수락산,927,803,804,606,1042,960,576,786,487
서대문독립공원,768,284,681,276,268,323,739,368,676
백범광장,833,629,1059,1020,617,261,1029,676,531
사직 공원,291,266,1043,400,729,1036,1033,676,258
사육신공원,765,764,1027,648,144,1116,1114,420,136
서서울호수공원,325,1063,760,1054,1060,1016,1019,854,1059
북악산,551,882,147,153,1107,88,471,477,618
서울의 산과 공원,760,956,1054,1063,576,1016,877,955,1040
푸른수목원,679,759,257,1005,1004,1028,795,444,367
서울창포원,650,734,658,1041,389,1015,1008,700,1001
백사실 계곡,868,751,994,809,278,566,121,571,514
홍제천 인공폭포,1054,760,1063,692,829,714,1062,676,258
잠원한강공원,760,1063,1053,829,1062,714,1047,1040,1049
효창공원,359,493,839,509,768,252,712,1043,685
우면산,171,748,864,1103,1099,488,201,498,518
종묘광장공원,1063,796,1054,1053,760,143,285,714,1062
당남리섬,1058,584,601,603,160,471,490,923,436
서울장미공원,1061,760,1063,1053,1054,1060,662,629,668
솔밭근린공원,1061,850,1019,1059,1040,1039,1047,325,466
앙카라 공원,1059,1060,829,551,1107,147,153,714,301
일감호,794,810,817,760,805,1053,796,1063,1054
거여공원,760,1063,1053,829,1062,714,1047,1040,1049
서소문공원,380,277,820,816,785,770,301,1020,798
Hullyeonwon Park,927,714,804,1042,829,960,606,355,803
락스타클라이밍 송파 - 일일 체험,1066,588,167,455,607,582,861,997,528
리얼케이팝댄스,546,152,934,870,997,614,979,981,455
이본느모건,446,828,472,509,839,493,814,969,182
한국문화의집 코우스,954,967,1100,346,701,589,802,568,792
명동난타극장,1071,467,395,765,764,1072,420,1116,1122
쿠킹 난타,1070,1077,975,943,660,1116,869,932,994
쿠킹 난타,1070,1125,1078,1101,1105,839,509,493,1071
점프! 코믹 무술 퍼포먼스,1101,1105,1070,1082,1080,1072,1071,521,543
정동극장,990,806,868,865,924,623,841,890,897
홍대난타전용극장,871,943,975,1116,831,824,104,1079,46
세종 문화 회관,221,224,849,1109,200,812,958,453,583
뮤지컬 셰프,1116,1071,764,144,994,772,644,1075,907
쿠킹 난타,180,182,971,548,599,411,613,391,101
클라이브,39,35,16,72,165,50,74,5,1116
파이어맨,521,807,543,1073,395,1071,1081,1036,957
샤롯데 씨어터,925,933,1080,1073,366,957,540,1101,138
드럼캣,79,1101,1105,93,1073,54,1078,1072,752
페인터즈 히어로,239,1085,1091,1101,1075,748,988,405,1103
예술의전당 오페라하우스 자유소극장,1103,233,1098,749,954,794,400,1073,245
판타스틱,1083,405,1091,848,673,1075,109,1101,111
국립극장,765,1116,597,751,784,1027,664,679,680
LG 아트센터,1089,910,431,952,90,764,362,1088,200
명동 예술 극장,849,910,638,806,109,1077,1127,707,893
충무아트센터,431,1087,800,1002,842,940,418,941,754
시네코아비밥전용관,1105,988,1125,914,1072,997,153,930,455
충정로 난타극장,1108,1085,1083,84,28,961,838,325,585
사춤 시어터,383,587,857,890,938,531,545,956,576
마포아트센터,472,971,182,828,599,1068,869,446,932
롯데콘서트홀,833,261,1102,622,1121,617,960,1100,804
두산아트센터 연강홀,1109,476,460,479,593,977,958,514,554
비보이 시티 인 서울 - 쿵 (홍대 전용관),1066,1105,122,89,486,63,33,1011,582
비보이를 사랑한 발레리나,1097,591,970,553,993,369,605,999,753
동숭아트센터,1103,749,1088,769,1056,1100,763,1084,1035
두산아트센터,201,326,377,1056,354,338,307,264,630
동양 예술 극장,1103,1105,954,1102,1108,962,967,794,1109
대학로 마루아트홀,1105,64,807,1073,1082,1072,209,1100,775
성균소극장,606,1100,804,803,960,927,355,1042,955
사물놀이 한울림,1098,1100,1056,749,1084,1035,233,362,1088
Olympus Hall,378,372,373,374,375,376,377,379,370
열린극장,1101,1106,791,981,979,861,992,1100,492
강남아트홀,981,861,997,791,992,1106,455,492,988
롯데 월드 예술 극장,147,1107,551,759,988,1061,833,1048,566
오리지널 드로잉쇼 전용관,609,974,97,968,881,145,184,611,491
롯데카드 아트센터,583,554,514,479,453,593,176,958,977
Woori Financial Art Hall,192,466,1100,709,775,209,829,714,1039
별마당 도서관,484,1121,1060,26,850,857,138,402,637
코엑스 센터,22,31,90,503,563,18,51,666,37
서울도서관,868,778,121,849,571,994,977,958,554
국립중앙도서관,648,1046,765,764,1116,1122,1027,8,756
현대카드 뮤직 라이브러리,282,374,306,933,812,754,474,1096,423
서울특별시 교육청 정독도서관,144,764,747,943,871,975,772,765,457
도봉문화정보 도서관,378,372,373,374,375,376,377,379,370
서울대학교 규장각,378,131,328,369,292,300,324,630,326
롯데월드,1032,784,597,800,650,703,754,952,987
용마랜드,807,505,851,688,543,385,850,1036,521
롯데월드 스타 애비뉴,617,408,565,1125,290,558,493,833,839
다이노스타 - 용인점,765,764,1116,467,412,982,541,747,437
디보 빌리지,183,1123,830,163,216,604,596,177,349
서울빛초롱축제,132,173,638,994,751,200,566,514,583
서울불꽃축제,1072,565,1121,839,493,509,1070,1025,259
하이서울페스티벌,1109,109,873,336,485,200,849,176,958
한성백제문화제,671,849,746,1109,958,176,977,583,453
