id,place,count_review,avg_review,돈,쇼핑,시장,"싸다, 저렴하다",비싸다,먹다,"음식, 식사",상품,구매,가격,호텔,박물관,전시관,관광지,유적지,미술관,역사,유익하다,문화,궁전,전쟁,활동,놀이공원,게임,친구,커플,재미,아쿠아리움,엔터테인먼트,아이,가족,경기,힐링,공원,휴식,풍경,자연,전망대,산책,분수,여유,나들이,공연,콘서트,이벤트,영화,예술,미술,강좌,요리,공예,체험
1989,재즈잇업,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,바 마리오,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,카페 유후인,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1992,Show Am 7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,클럽 옥타곤,30,3.566666667,3,0,0,4,4,0,1,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1994,역삼(이층)맥주창고,4,4.5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,뱀파이어 홍대,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,클럽 엠투,2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,My Boss is Watching,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,팁시래빗츠,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,브릭스,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,커피프린스 1호점,31,2.225806452,1,3,0,12,11,4,27,1,2,11,2,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
2002,소울 트레인 빈티지 뮤직 라운지,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,클럽 페이스,10,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005,클럽 버닝썬,2,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,클럽 매스,11,2.454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2032,북한산 국립공원,424,4.632075472,3,7,1,6,5,38,68,2,7,1,13,0,0,16,2,0,5,1,3,5,0,9,0,0,33,2,12,0,0,10,13,2,6,158,30,42,41,1,47,1,4,7,0,0,0,0,2,0,1,0,0,4
2033,여의도 한강공원,298,4.5,2,3,14,8,1,86,76,1,1,3,7,0,0,15,0,0,1,0,1,0,0,8,0,0,38,18,9,1,1,9,32,0,10,309,61,9,9,6,79,7,24,22,13,1,3,0,0,0,5,1,1,3
2034,한강 공원,775,4.495483871,7,14,11,32,8,229,135,4,3,11,3,0,1,44,0,1,1,0,5,2,1,21,0,5,115,51,19,0,0,58,109,3,23,610,164,27,19,6,224,43,55,45,15,2,5,4,0,1,27,1,0,3
2035,하늘공원,132,4.477272727,1,0,1,0,0,9,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,5,5,7,0,0,6,14,19,1,136,5,14,15,3,32,0,4,12,2,0,0,2,0,1,0,0,0,0
2036,남산 공원,736,4.350543478,34,27,5,52,30,76,97,1,23,21,45,17,1,83,0,1,14,0,9,5,2,5,0,0,34,38,44,0,1,34,29,0,0,476,35,81,45,46,187,4,12,9,12,0,2,2,3,1,0,1,0,6
2037,여의도 공원,306,4.330065359,0,6,4,6,3,60,49,0,1,2,8,0,1,8,0,0,1,0,4,2,0,8,0,0,18,22,13,0,0,15,19,1,5,336,42,10,18,0,116,1,20,9,3,1,5,1,0,0,2,0,0,1
2038,서울 어린이 대공원,205,4.336585366,3,1,0,15,3,22,27,1,8,11,5,25,2,10,0,0,0,1,1,1,0,6,22,3,12,10,19,0,1,240,61,0,2,202,17,1,5,0,55,15,4,40,10,0,2,0,5,0,0,0,0,2
2039,낙산공원,130,4.292307692,0,3,0,3,3,20,11,0,2,0,1,3,2,4,0,0,4,0,0,1,0,0,0,0,7,13,3,0,0,1,5,0,1,131,4,9,1,2,45,0,5,1,6,0,0,2,6,0,0,0,0,0
2040,롯데월드 아쿠아리움,68,4.147058824,6,18,0,13,6,7,9,1,3,18,0,0,8,3,0,0,0,0,0,0,0,2,2,0,2,1,5,47,0,43,10,0,0,2,6,0,0,0,0,0,0,1,3,0,2,1,0,0,0,0,1,4
2041,동대문 역사 문화 공원,72,4.013888889,2,28,7,1,1,10,9,0,0,1,0,7,16,8,4,0,18,0,16,1,0,2,0,0,2,2,1,0,0,5,1,1,0,43,6,3,2,0,13,0,2,0,0,0,2,0,6,0,0,0,0,1
2042,코엑스 아쿠아리움,317,4.135646688,12,52,2,65,44,34,28,4,10,51,7,0,45,7,0,0,0,3,0,3,0,10,1,0,14,8,56,228,5,228,35,1,0,1,14,2,1,0,3,0,6,5,6,0,4,6,2,0,0,0,0,14
2043,석촌호수,45,4.488888889,0,4,0,1,0,6,13,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,5,3,3,0,0,3,5,0,0,6,6,2,1,0,39,0,3,1,6,2,0,0,0,0,0,0,0,0
2044,인왕산,45,4.488888889,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,8,0,0,0,0,2,0,3,0,0,2,0,0,0,3,6,7,3,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0
2045,선유도 공원,38,4.289473684,0,0,0,2,1,4,9,0,0,0,0,3,3,2,0,0,1,0,0,0,0,0,0,0,2,8,2,0,0,3,6,1,4,59,9,1,2,1,17,0,2,7,1,0,0,1,0,0,5,0,0,0
2046,용산 가족 공원,29,4.448275862,0,0,0,0,0,0,5,0,0,0,0,21,0,0,0,0,2,0,0,0,1,0,1,1,2,1,0,0,0,13,22,0,0,39,4,0,4,0,10,1,2,6,0,1,0,0,0,0,0,0,0,0
2047,아차산,25,4.4,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,2,0,0,3,1,2,0,0,4,2,2,0,8,2,3,2,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0
2048,서울식물원,18,4.444444444,1,0,1,2,2,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,5,4,0,0,15,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0
2049,꿈의 숲,22,4.636363636,0,1,0,0,0,1,2,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,10,8,0,1,22,6,1,2,5,16,3,3,0,2,1,0,0,0,0,0,0,0,0
2050,양재 시민 공원,21,4.428571429,0,0,0,0,0,2,2,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,4,3,0,0,16,8,0,2,0,19,0,1,1,0,0,0,0,0,0,0,0,0,0
2051,탑골 공원,32,3.5625,0,0,0,3,0,1,1,0,0,0,5,0,1,2,0,0,14,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,55,8,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2052,경의선숲길,19,4.263157895,0,3,0,2,0,11,19,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,4,2,1,0,0,2,3,0,0,18,1,0,0,0,9,1,0,3,1,0,0,0,1,0,0,0,0,0
2053,보라매 공원,22,4.409090909,2,0,0,3,0,2,4,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,2,1,0,5,0,0,13,7,0,0,28,2,0,3,0,15,10,1,1,0,0,0,0,0,0,0,0,0,1
2054,응봉산,16,4.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2055,도산 공원,21,4.047619048,0,2,0,1,2,5,8,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,43,7,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0
2057,뚝섬 한강공원 수영장,16,4.25,0,0,0,5,0,2,4,0,0,2,6,0,0,3,0,0,0,0,0,0,0,2,0,0,1,2,2,0,0,6,1,1,0,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
2058,송파나루공원,9,4.555555556,0,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,몽마르뜨 공원,19,4.473684211,0,0,0,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,33,4,1,2,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0
2060,홍릉 수목원,17,4.352941176,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,1,0,3,0,3,0,8,0,0,2,0,0,0,0,0,0,0,0,0,1
2061,여의도 샛강 생태 공원,12,4.416666667,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,1,1,7,0,2,0,0,0,0,0,0,0,2,0,0,0
2062,63 시월드,35,3.571428571,4,1,0,5,3,3,3,1,6,5,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,4,18,0,13,2,0,0,0,3,0,1,9,1,0,0,1,1,0,0,1,3,1,0,0,0,1
2063,와룡 공원,11,4.363636364,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,2,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,장충단공원,12,4.25,2,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,22,2,2,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0
2065,삼청공원,4,4.5,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,4,3,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
2066,수성동 계곡,9,4.555555556,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0
2067,마로니에 공원,15,3.533333333,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,5,0,1,0,0,0,0,0,9,0,1,0,5,2,0,0,0,0
2068,낙성대공원,12,4.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,14,2,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
2069,청운공원,6,4.5,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,광나루 한강공원,2,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2071,용마폭포공원,3,4.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072,길동생태공원,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,1,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,남산야외식물원,4,4.25,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1
2074,수락산,5,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,서대문독립공원,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076,백범광장,5,4,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,사직 공원,8,3.75,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,2,2,0,0,14,3,0,0,1,1,0,2,0,0,0,0,0,0,0,2,0,0,0
2078,사육신공원,6,3.666666667,0,0,1,2,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2079,서서울호수공원,4,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2080,북악산,2,4.5,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,서울의 산과 공원,3,4.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2082,푸른수목원,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2083,서울창포원,4,4,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,7,0,2,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
2084,백사실 계곡,4,4.25,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2085,홍제천 인공폭포,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,잠원한강공원,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,효창공원,1,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,우면산,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2090,종묘광장공원,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,당남리섬,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2093,서울장미공원,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,솔밭근린공원,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2095,앙카라 공원,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,일감호,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,거여공원,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2101,서소문공원,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2103,Hullyeonwon Park,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2126,락스타클라이밍 송파 - 일일 체험,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2127,리얼케이팝댄스,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2128,이본느모건,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2129,한국문화의집 코우스,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4
2193,명동난타극장,126,4.523809524,6,8,1,14,4,12,25,2,10,8,2,0,0,6,0,1,0,0,5,2,0,5,0,0,11,1,105,0,7,27,25,1,0,0,7,0,0,0,1,0,1,1,69,0,0,2,0,1,2,9,0,0
2194,쿠킹 난타,96,4.65625,6,9,0,11,5,9,18,2,7,11,4,0,0,5,0,0,0,0,8,2,0,1,0,0,7,1,54,0,10,14,13,0,0,0,1,0,1,0,0,0,0,0,64,0,3,1,2,0,0,5,0,0
2195,쿠킹 난타,373,4.568364611,23,22,2,37,27,30,34,3,18,26,18,0,2,18,0,0,0,0,11,2,0,5,0,2,28,3,261,0,44,70,46,0,0,0,12,0,1,0,2,0,1,0,218,0,2,1,7,0,2,60,0,0
2196,점프! 코믹 무술 퍼포먼스,55,4.345454545,2,1,1,1,0,5,0,0,4,8,3,0,0,2,0,0,0,0,0,0,1,0,0,0,3,3,43,0,3,29,22,0,0,0,2,0,0,0,0,0,0,0,38,0,0,1,5,0,0,1,0,0
2197,정동극장,30,4.666666667,1,0,0,2,0,1,4,0,3,2,0,0,1,1,0,1,1,0,7,11,0,0,0,0,4,0,4,0,1,2,3,0,0,0,1,0,0,0,2,0,1,0,34,0,1,0,8,1,0,0,0,0
2198,홍대난타전용극장,29,4.551724138,2,0,0,3,2,1,3,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,4,2,20,0,2,2,2,1,0,0,0,0,0,0,1,0,0,0,21,0,1,0,0,0,0,0,0,0
2199,세종 문화 회관,37,4.324324324,2,3,2,3,2,1,6,0,1,2,0,4,26,3,0,5,1,1,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,1,0,49,9,0,1,13,5,2,0,0,0
2200,뮤지컬 셰프,16,4.6875,1,0,0,2,0,1,10,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0
2201,쿠킹 난타,12,4.75,0,0,0,3,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0
2202,클라이브,14,3.714285714,1,5,0,4,1,1,3,4,2,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,8,12,0,1,0,0,1,0,0,1
2203,파이어맨,8,4.5,0,0,0,1,0,2,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7,0,0,4,2,0,0,0,2,0,0,0,0,0,1,0,13,0,0,0,1,0,0,0,0,0
2204,샤롯데 씨어터,25,4.12,0,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,6,0,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
2205,드럼캣,10,4.4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2206,페인터즈 히어로,28,4.857142857,0,0,0,1,0,1,2,0,0,0,1,0,1,3,0,2,0,0,2,1,0,0,0,0,10,0,13,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,19,0,0,1,11,2,0,0,0,1
2207,예술의전당 오페라하우스 자유소극장,22,4.454545455,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,0,0,0,3,0,0,1,27,0,0,0,21,0,0,0,0,1
2208,판타스틱,21,4.047619048,1,0,0,1,0,0,1,0,1,0,0,1,0,3,0,0,0,0,3,0,0,0,0,0,8,2,8,0,1,3,1,0,0,0,1,0,1,0,0,0,0,0,32,0,0,0,2,0,0,0,0,0
2209,국립극장,19,4.421052632,0,0,0,2,0,6,6,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2,0,5,0,1,0,30,0,0,0,3,0,0,0,0,0
2210,LG 아트센터,9,4.444444444,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,1,0,0,6,0,0,1,0,0
2211,명동 예술 극장,9,4.222222222,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0
2212,충무아트센터,13,4.230769231,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,17,0,0,0,4,0,0,0,0,0
2213,시네코아비밥전용관,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
2214,충정로 난타극장,5,4.6,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
2215,사춤 시어터,6,4.333333333,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2216,마포아트센터,8,4.375,0,1,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,5,0,4,0,0,0
2217,롯데콘서트홀,5,4.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,7,0,0,0,0,0,0,0,0
2218,두산아트센터 연강홀,5,4.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,0,0
2220,비보이 시티 인 서울 - 쿵 (홍대 전용관),5,4.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
2221,비보이를 사랑한 발레리나,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
