id,place,count_review,avg_review,돈,쇼핑,시장,"싸다, 저렴하다",비싸다,먹다,"음식, 식사",상품,구매,가격,호텔,박물관,전시관,관광지,유적지,미술관,역사,유익하다,문화,궁전,전쟁,활동,놀이공원,게임,친구,커플,재미,아쿠아리움,엔터테인먼트,아이,가족,경기,힐링,공원,휴식,풍경,자연,전망대,산책,분수,여유,나들이,공연,콘서트,이벤트,영화,예술,미술,강좌,요리,공예,체험
1,교보문고 광화문,74,4.540540541,1,16,0,4,9,1,18,5,11,2,3,0,0,2,0,0,3,0,8,2,1,0,0,1,1,2,3,0,0,15,2,0,0,0,9,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,0
2,롯데월드타워&몰,203,4.206896552,7,216,1,32,55,51,151,7,5,21,8,0,0,12,0,0,0,0,8,3,0,2,3,0,11,0,4,27,5,16,10,1,0,5,9,1,0,56,4,1,2,4,2,2,4,31,1,0,0,1,0,1
3,SM타운 코엑스아티움,66,4.181818182,7,15,2,11,11,1,27,19,9,5,1,21,6,2,0,0,5,0,3,1,0,3,0,0,4,0,8,0,9,9,2,0,0,0,1,0,0,0,0,0,0,0,6,5,1,3,13,0,0,0,0,0
4,홍대앞 예술시장 프리마켓,75,4.386666667,3,46,23,18,4,14,52,7,2,20,3,1,0,6,0,1,0,1,2,0,0,1,0,0,4,1,9,0,0,6,0,0,0,1,1,0,1,0,6,0,0,2,14,0,0,0,10,1,0,0,6,0
5,광장시장,634,4.113564669,20,84,805,165,30,647,1156,39,31,134,14,1,0,99,0,0,1,0,22,4,0,2,0,0,45,4,68,1,0,22,17,1,0,0,12,2,0,0,18,0,2,0,0,0,0,0,1,0,1,40,1,19
6,고투 몰,33,4.272727273,4,59,9,24,4,2,6,10,8,26,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,신세계 백화점 본점,92,4.097826087,4,164,16,15,55,17,105,17,15,13,9,0,2,6,0,0,0,0,1,0,0,0,0,0,4,0,5,0,1,7,3,0,0,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,1,5,1,1
8,타임스퀘어,103,4.174757282,1,235,16,13,23,14,101,6,2,6,11,0,0,3,0,0,0,0,2,0,0,0,0,1,2,1,5,0,4,5,2,0,0,0,5,0,0,0,1,0,1,1,2,0,4,28,0,0,0,1,0,0
9,가로수길,277,3.870036101,0,227,1,40,74,52,348,4,2,25,7,0,1,25,0,0,0,0,6,4,0,0,0,0,19,6,20,0,0,7,0,0,1,2,11,2,0,0,16,0,7,3,0,0,0,1,1,0,0,1,0,0
10,라인프렌즈 플래그십 스토어 명동역점,38,4.368421053,0,21,0,6,6,0,4,20,8,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11,스타필드 코엑스몰,227,3.933920705,6,385,16,27,59,43,172,11,6,13,33,6,18,17,0,2,0,0,7,2,0,1,0,1,7,4,10,25,5,19,10,0,1,1,16,1,0,0,2,1,0,1,2,2,3,37,4,2,2,2,0,2
12,통인시장,66,4.090909091,12,3,111,14,3,69,122,5,14,8,3,0,1,6,0,1,0,0,1,11,0,0,0,0,4,0,23,0,0,11,3,0,0,0,3,0,0,0,2,0,0,2,0,0,1,0,0,1,0,3,0,4
13,마장 축산물시장,30,4.4,1,9,30,22,2,27,43,1,8,23,0,0,0,3,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
14,남대문시장,559,4.037567084,23,319,757,284,34,190,423,151,116,236,32,0,1,95,0,2,9,0,23,9,0,2,0,0,17,1,59,0,2,74,7,0,0,1,7,2,0,0,16,0,0,3,1,0,1,0,5,2,0,13,8,5
15,쌈지길,172,3.947674419,3,153,3,17,12,21,61,27,29,13,3,4,4,13,0,5,1,0,8,3,0,1,0,0,10,8,43,0,0,17,7,0,0,0,4,3,3,1,8,0,1,1,1,0,2,0,38,5,0,0,45,13
16,롯데백화점 본점,159,3.899371069,5,349,8,46,86,25,137,26,17,35,27,0,0,31,0,0,0,0,3,0,1,0,0,0,3,1,4,1,0,15,5,0,0,4,3,0,2,0,1,0,2,1,0,0,5,3,0,0,0,3,0,0
17,강남 지하상가,104,3.894230769,3,177,32,69,4,10,30,28,21,49,4,0,0,4,0,0,0,0,1,2,0,0,0,0,6,0,11,0,0,7,0,0,0,1,3,0,1,0,2,1,1,0,0,0,0,0,0,0,1,0,1,0
18,중부시장,21,3.904761905,0,6,48,2,0,2,5,3,4,7,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
19,IFC 몰,108,4,2,191,3,15,47,31,165,1,2,9,25,0,0,2,0,0,0,0,2,0,0,1,0,0,3,0,2,0,1,7,4,0,0,4,5,0,1,0,4,0,1,0,0,0,0,28,0,0,0,2,0,0
20,동대문 쇼핑몰,91,3.681318681,7,154,29,51,27,4,25,17,11,32,2,0,0,9,0,0,2,0,4,0,0,0,0,0,2,0,4,0,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
21,동대문 시장,124,3.782258065,3,152,109,40,15,22,57,24,16,41,5,0,0,16,0,0,1,0,2,0,0,0,0,0,3,0,12,0,1,7,0,1,0,0,2,0,0,0,5,0,1,0,0,0,1,0,0,0,0,7,3,0
22,노량진 수산물 도매시장,331,3.70694864,20,16,419,143,61,206,378,17,115,142,17,0,2,40,0,0,4,1,6,3,0,3,0,0,28,1,20,1,0,12,10,1,0,0,10,0,1,0,3,0,0,0,0,0,0,0,1,0,0,178,0,9
23,디큐브시브,65,4.230769231,1,104,0,4,26,16,76,5,0,0,21,0,0,1,0,0,2,0,1,1,0,0,0,0,3,0,3,0,0,3,4,0,0,1,2,1,0,0,0,0,1,0,11,0,2,13,1,0,0,1,0,0
24,삼성 딜라이트,65,4.015384615,0,10,5,4,0,2,2,2,2,2,0,0,14,5,0,0,0,1,1,1,0,3,0,3,2,0,19,0,1,10,3,0,0,0,2,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,17
25,카카오프렌즈 홍대 플래그십 스토어,21,4.285714286,1,0,0,3,3,1,11,12,4,1,1,2,1,2,0,0,0,0,0,0,0,0,0,2,16,0,3,0,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,고속터미널상가,33,4,1,60,16,23,4,1,9,9,4,12,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,신라면세점,52,3.673076923,10,37,1,5,10,0,2,10,11,6,8,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,6,0,0,0,0,0,3,1,0,0,9,0,0,0,0,0,0,0
28,Unni Tour,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,현대백화점 압구정본점,32,4.375,7,56,1,0,14,10,40,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30,커먼그라운드,69,3.608695652,0,80,2,10,15,12,71,8,3,9,0,0,1,5,1,1,0,0,3,0,0,1,0,0,5,1,8,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
31,압구정 로데오 거리,37,3.594594595,1,29,1,3,12,6,28,2,0,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
32,신세계 강남점,31,4.161290323,1,53,0,1,10,15,40,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,2,1,0,0,0,0,3,0,0,0,1,4,0,0,1,1,0,0
33,프린세스다이어리 이대점,17,4.823529412,1,0,0,0,0,2,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,경동시장,30,4.1,1,4,44,22,6,7,3,3,11,10,2,0,0,6,0,0,0,0,2,0,0,0,0,0,3,0,6,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,4
35,라인 프렌즈 플래그십 스토어 가로수길점,17,4.235294118,3,6,0,1,2,1,4,5,4,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,롯데아울렛 서울역점,68,3.573529412,4,64,6,23,27,5,12,17,19,35,1,0,0,7,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,5,2,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
37,스타일난다 핑크호텔,17,4.411764706,0,5,0,2,4,2,14,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38,아이파크몰,49,3.734693878,2,86,5,3,5,11,38,3,2,5,0,0,0,3,0,0,0,0,1,0,0,0,0,2,1,0,1,0,1,20,2,0,0,1,3,0,0,0,0,0,1,1,0,0,1,11,0,0,0,0,0,0
39,동대문 밀리오레,47,3.468085106,0,74,3,23,10,6,5,10,16,38,3,0,0,1,0,0,0,0,1,0,0,0,0,1,4,0,6,0,0,6,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40,롯데 영플라자 명동점,27,3.62962963,5,65,0,5,18,1,4,5,1,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,서울약령시장,6,4.5,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,두타,64,3.5625,5,122,4,29,32,8,47,10,7,27,4,0,0,11,0,0,2,0,2,2,0,0,0,0,1,0,6,0,0,9,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43,망원시장,24,4,4,6,55,13,0,21,28,0,2,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,메세나폴리스몰,55,3.872727273,1,71,1,6,15,11,58,1,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,4,1,0,0,0,3,0,0,0,0,0,4,2,2,0,1,8,0,0,0,1,1,0
45,광희 패션몰,6,4.333333333,2,3,5,3,0,1,0,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,에이랜드,12,4.5,0,4,0,4,8,0,1,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,가락시장,31,3.967741935,2,2,42,20,1,19,17,3,12,11,2,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0
48,양재동 화훼공판장,21,4.428571429,1,0,21,15,0,4,0,1,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49,롯데 면세점 본점,78,3.41025641,13,68,4,24,43,4,10,19,24,27,6,0,1,21,0,0,0,0,2,0,0,2,0,0,0,0,1,0,1,3,0,1,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
50,동화 면세점,28,3.75,1,19,0,7,17,1,3,7,10,8,2,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
51,마리오 아울렛,35,3.771428571,1,31,0,21,24,0,8,4,5,21,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0
52,갤러리아 백화점 본점,18,4.222222222,0,31,0,6,24,6,25,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
53,창신동 문구 완구 거리,12,4,1,2,4,11,1,0,0,3,3,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,13,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
54,킴즈 클럽,12,4.25,0,20,1,2,0,1,6,4,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,생활창작가게 KEY,12,4.916666667,1,0,0,0,0,0,0,4,3,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,아크앤북 - 시청점,7,4.285714286,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,남평화 상가,3,3.333333333,0,1,4,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,명동지하상가,27,3.555555556,2,44,9,5,3,1,4,13,9,3,2,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
59,고관한복촬영소 명동점,17,4.117647059,2,3,0,1,1,2,1,0,0,6,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,4,0,0,3,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
60,방산 종합시장,18,4.055555556,2,12,27,9,0,5,6,2,11,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0
61,헬로키티아일랜드 in N서울타워,16,3.8125,0,1,0,2,0,0,1,4,2,0,0,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
62,롯데 피트인,18,3.611111111,3,48,0,1,6,3,22,2,3,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
63,회현 지하 상가,28,3.428571429,3,43,21,9,1,0,8,8,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64,에덴악세사리,7,5,0,0,0,1,1,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0
65,KT&G 상상마당,8,3.75,0,6,0,0,0,0,0,2,4,0,0,1,7,0,0,1,0,0,3,0,0,1,0,0,0,0,3,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,6,1,1,0,0,0,2
66,동묘벼룩시장,17,3.764705882,3,3,16,4,1,0,1,18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,에이피엠 플레이스,4,4.75,3,12,0,0,0,0,0,1,2,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,가든파이브,26,3.730769231,0,44,1,2,3,4,17,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,2,0,0,1,2,0,0,1,2,0,0,0,0,0,1,2,0,0,0,17,0,0,0,0,0,0
69,Savile Row: Custom Tailor,7,5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70,낙원 악기 상가,17,4.058823529,2,4,9,10,2,0,1,2,14,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,동대문 문구거리,6,3.5,0,2,1,6,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,동대문종합시장,5,4.4,0,7,4,2,0,1,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,서울풍물시장,26,3.5,1,11,25,10,3,2,16,24,2,7,1,0,0,2,0,0,0,0,2,1,0,0,0,0,1,0,4,0,0,1,1,0,0,0,3,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,4,0
74,10 꼬르소 꼬모,7,4,0,2,0,3,4,1,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
75,그랜드 마트,13,3.538461538,0,17,0,4,4,0,4,1,4,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,서울파이낸스센터,9,4.222222222,0,1,0,2,1,1,19,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,강변 테크노 마트,22,3.272727273,0,28,7,0,0,2,10,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,5,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
78,세운 전자상가,5,4.6,0,6,6,1,0,1,4,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
79,안녕인사동,2,5,0,1,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,링고라벨,3,5,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,종로 귀금속 거리,9,4.111111111,2,2,1,10,2,0,0,1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,굿모닝시티,16,3.375,0,15,0,10,1,1,0,1,1,3,0,0,0,1,0,0,3,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83,인사동 마루,3,4.333333333,0,5,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
84,현대시티아울렛 - 동대문점,6,4,0,15,0,0,1,2,6,1,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
85,천호동 로데오거리,3,5,0,0,0,0,0,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,영등포중앙시장,9,3.444444444,0,5,28,2,0,10,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,카카오프렌즈 스토어 - 롯데 영플라자 명동점,4,4,0,4,0,1,1,0,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,갤러리 현대,6,4.833333333,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0
90,라인프렌즈 - 이대점,2,3.5,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Eunnamu,3,5,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,명가,1,4,0,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,퀸마마마켓,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,인사아트센터,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
95,때때롯살롱,3,5,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,눈스퀘어,1,3,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
97,마포 농수산물 시장,4,4.25,0,1,6,1,0,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
98,페라라 코리아,3,4,0,0,1,1,1,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,한복 카페,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,서울책보고,4,4.25,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
101,드림 코스메,5,4,0,1,0,6,1,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,한국관광명품점,4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,답십리 고미술상가,4,4.75,0,1,1,2,0,0,0,1,2,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
104,엠플라자,3,3.666666667,0,2,1,0,0,0,1,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
105,롯데몰 은평점,6,4,0,13,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
107,종로3가 포장마차거리,6,3.833333333,0,0,0,3,0,1,4,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,영천시장,2,4.5,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
109,SM면세점 서울점,3,4,1,4,0,0,2,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,헬로에이피엠,8,3.25,0,19,0,3,1,0,0,2,1,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,공덕시장,7,3.571428571,0,0,17,4,1,2,7,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,유니버설아트센터,4,4,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,3,0,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,0,1
113,Gana Art Gallery,3,4.666666667,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0
114,YATA(You Are Traveling Artists),2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
