id,place,tag_list,count,avg_score,first_tag,second_tag,third_tag,fourth_tag,fifth_tag
895,CGV 홍대,"['영화', '음식, 식사', '쇼핑', '먹다', '가족', '친구']",6,3.833333333,영화,"음식, 식사",쇼핑,먹다,먹다
896,올가미 이스케이프,"['재미', '친구', '휴식', '가격']",2,5.0,재미,친구,휴식,가격,가격
897,오늘도 고양이,"['음식, 식사']",1,5.0,"음식, 식사",Nan,Nan,Nan,Nan
898,난지천공원,"['공원', '체험', '자연', '산책']",3,4.333333333,공원,체험,자연,산책,산책
899,룸 익스케이프 - 신촌화이트점,['재미'],2,5.0,재미,Nan,Nan,Nan,Nan
900,CGV Gangdong,"['영화', '휴식', '먹다']",8,3.625,영화,휴식,먹다,Nan,Nan
901,삐에로 스트라이크,"['싸다, 저렴하다', '비싸다', '음식, 식사', '가격']",2,4.0,"싸다, 저렴하다",비싸다,"음식, 식사",가격,가격
902,리얼야구존 이태원점,"['재미', '커플', '친구']",1,5.0,재미,커플,친구,Nan,Nan
903,메가박스 신촌,"['영화', '싸다, 저렴하다', '음식, 식사', '역사', '친구', '휴식', '가격']",10,3.4,영화,"싸다, 저렴하다","음식, 식사",역사,역사
904,호텔드코드,"['친구', '음식, 식사', '영화']",2,5.0,친구,"음식, 식사",영화,Nan,Nan
905,세븐럭카지노 강북힐튼점,"['호텔', '돈', '음식, 식사', '게임', '재미', '상품', '쇼핑']",24,2.958333333,호텔,돈,"음식, 식사",게임,게임
906,더왜그클럽,"['친구', '음식, 식사']",2,5.0,친구,"음식, 식사",Nan,Nan,Nan
907,CGV 군자점,"['영화', '음식, 식사', '휴식', '여유', '전쟁']",5,3.8,영화,"음식, 식사",휴식,여유,여유
908,아트하우스 모모,"['영화', '예술', '먹다']",2,4.5,영화,예술,먹다,Nan,Nan
909,롯데시네마 용산,"['가격', '영화', '아이', '친구', '가족', '이벤트']",3,4.0,가격,영화,아이,친구,친구
910,이태원어린이공원,"['아이', '공원']",1,5.0,아이,공원,Nan,Nan,Nan
911,한남볼링센타,"['가족', '싸다, 저렴하다', '먹다', '음식, 식사', '커플', '친구', '가격']",4,3.75,가족,"싸다, 저렴하다",먹다,"음식, 식사","음식, 식사"
912,CGV Daehangno,[],1,3.0,Nan,Nan,Nan,Nan,Nan
914,Cottage Garden Board-game & Crime-scene,"['재미', '친구', '게임']",1,5.0,재미,친구,게임,Nan,Nan
915,Hanbok That Day,[],1,5.0,Nan,Nan,Nan,Nan,Nan
917,한복남 창경궁점,"['가족', '구매', '궁전']",1,5.0,가족,구매,궁전,Nan,Nan
919,용산구문화체육센터,"['싸다, 저렴하다', '강좌', '가격']",2,4.5,"싸다, 저렴하다",강좌,가격,Nan,Nan
920,Seoul International Women's Film Festival,['영화'],1,3.0,영화,Nan,Nan,Nan,Nan
921,뷰티인사이드,"['친구', '예술', '풍경', '전시관']",1,5.0,친구,예술,풍경,전시관,전시관
922,돔골프,[],1,5.0,Nan,Nan,Nan,Nan,Nan
924,브레이크아웃 이스케이프 홍대본점,"['게임', '음식, 식사', '영화']",1,5.0,게임,"음식, 식사",영화,Nan,Nan
925,서화한복,"['가격', '궁전', '쇼핑', '관광지', '체험', '미술관', '구매']",10,3.2,가격,궁전,쇼핑,관광지,관광지
926,서촌나들이 한복 경복궁역점,"['친구', '역사']",1,5.0,친구,역사,Nan,Nan,Nan
927,골프존파크 - 행당 레몬스크린점,"['음식, 식사']",1,5.0,"음식, 식사",Nan,Nan,Nan,Nan
928,우이볼링장,"['게임', '싸다, 저렴하다', '가족']",1,4.0,게임,"싸다, 저렴하다",가족,Nan,Nan
929,롯데시네마 에비뉴엘,"['쇼핑', '영화', '먹다', '궁전']",2,3.5,쇼핑,영화,먹다,궁전,궁전
930,투캣츠,"['음식, 식사', '아이', '먹다', '재미', '활동', '구매', '가격']",10,4.1,"음식, 식사",아이,먹다,재미,재미
931,플레이즈 라운지,"['아이', '친구', '커플', '가족']",1,5.0,아이,친구,커플,가족,가족
932,CGV 상암,"['경기', '영화', '시장', '아이', '휴식', '쇼핑', '비싸다']",4,3.5,경기,영화,시장,아이,아이
933,브이알존,"['체험', '음식, 식사']",1,5.0,체험,"음식, 식사",Nan,Nan,Nan
934,스타24시 동네볼링장,"['싸다, 저렴하다', '비싸다', '가격']",1,5.0,"싸다, 저렴하다",비싸다,가격,Nan,Nan
935,브이알존 홍대점,"['체험', '휴식']",1,5.0,체험,휴식,Nan,Nan,Nan
936,씨네코드 선재,"['영화', '예술']",1,5.0,영화,예술,Nan,Nan,Nan
937,판타스틱 엠,"['체험', '게임']",1,5.0,체험,게임,Nan,Nan,Nan
939,성대 볼링장,"['시장', '친구', '가족']",1,5.0,시장,친구,가족,Nan,Nan
940,강북볼링센타,['친구'],1,5.0,친구,Nan,Nan,Nan,Nan
941,Code Escape Gangnam,['재미'],3,3.666666667,재미,Nan,Nan,Nan,Nan
942,스페셜박스 코인노래연습장,"['싸다, 저렴하다']",1,4.0,"싸다, 저렴하다",Nan,Nan,Nan,Nan
943,브이알존 강남점,[],1,3.0,Nan,Nan,Nan,Nan,Nan
946,허리우드극장,['영화'],1,4.0,영화,Nan,Nan,Nan,Nan
947,CGV 강변,"['영화', '공원', '쇼핑']",3,3.333333333,영화,공원,쇼핑,Nan,Nan
948,롯데시네마 가양점,"['영화', '쇼핑']",1,4.0,영화,쇼핑,Nan,Nan,Nan
950,스폰지하우스,"['영화', '예술']",1,4.0,영화,예술,Nan,Nan,Nan
951,잠실 자동차 극장,[],1,4.0,Nan,Nan,Nan,Nan,Nan
952,메가박스 별내점,"['비싸다', '영화']",1,4.0,비싸다,영화,Nan,Nan,Nan
954,롯데시네마 합정,"['영화', '싸다, 저렴하다']",8,3.0,영화,"싸다, 저렴하다",Nan,Nan,Nan
955,강변스파랜드,"['음식, 식사', '돈', '호텔', '먹다']",8,3.0,"음식, 식사",돈,호텔,먹다,먹다
956,롯데시네마 홍대입구,"['영화', '쇼핑', '음식, 식사']",1,3.0,영화,쇼핑,"음식, 식사",Nan,Nan
957,길동 볼링장,[],1,3.0,Nan,Nan,Nan,Nan,Nan
958,보스턴볼링장,"['친구', '먹다']",1,3.0,친구,먹다,Nan,Nan,Nan
959,CGV Gonghang Store,"['영화', '여유']",1,3.0,영화,여유,Nan,Nan,Nan
960,CGV Mia Store,[],1,3.0,Nan,Nan,Nan,Nan,Nan
961,이문체육문화센터,[],1,3.0,Nan,Nan,Nan,Nan,Nan
962,돈암문화스포츠센터,"['돈', '싸다, 저렴하다']",1,3.0,돈,"싸다, 저렴하다",Nan,Nan,Nan
963,당진시네마,['영화'],1,3.0,영화,Nan,Nan,Nan,Nan
964,CGV 하계,"['아이', '영화', '쇼핑', '가족', '음식, 식사']",4,3.0,아이,영화,쇼핑,가족,가족
965,브이알존 시네마 가로수길점,"['체험', '게임', '비싸다', '음식, 식사', '돈', '재미', '싸다, 저렴하다']",2,3.0,체험,게임,비싸다,"음식, 식사","음식, 식사"
966,석촌볼링장,"['싸다, 저렴하다', '가족', '경기', '먹다', '게임']",3,2.666666667,"싸다, 저렴하다",가족,경기,먹다,먹다
968,CGV 신도림,"['음식, 식사']",3,2.666666667,"음식, 식사",Nan,Nan,Nan,Nan
969,인터파크 VR,[],1,2.0,Nan,Nan,Nan,Nan,Nan
970,성신볼링장,"['먹다', '돈']",2,2.0,먹다,돈,Nan,Nan,Nan
971,메가박스 송파 파크하비오,"['영화', '쇼핑']",2,4.5,영화,쇼핑,Nan,Nan,Nan
972,롯데시네마 브로드웨이,"['영화', '아이', '예술']",3,2.333333333,영화,아이,예술,Nan,Nan
973,윤해영 한복,"['친구', '궁전', '가격']",1,5.0,친구,궁전,가격,Nan,Nan
974,비트 포비아 홍대,[],1,4.0,Nan,Nan,Nan,Nan,Nan
975,맹쿤 라쿤카페,"['음식, 식사', '재미', '아이', '돈', '가족', '먹다', '친구']",20,2.25,"음식, 식사",재미,아이,돈,돈
976,미어캣 프랜즈,"['음식, 식사', '재미', '자연', '아이', '돈']",6,2.333333333,"음식, 식사",재미,자연,아이,아이
1121,아로마 타이 스파 공덕점,"['친구', '싸다, 저렴하다', '힐링', '가격', '가족', '커플', '돈']",85,4.941176471,친구,"싸다, 저렴하다",힐링,가격,가격
1122,실로암 불가마 사우나,"['음식, 식사', '싸다, 저렴하다', '휴식', '가격', '호텔', '관광지', '먹다']",119,4.302521008,"음식, 식사","싸다, 저렴하다",휴식,가격,가격
1123,레비쉬 스파,"['호텔', '싸다, 저렴하다', '가격', '돈', '비싸다', '친구', '힐링']",26,4.769230769,호텔,"싸다, 저렴하다",가격,돈,돈
1124,크레이트 웰네스,"['돈', '친구', '가족', '활동', '구매', '휴식']",16,4.75,돈,친구,가족,활동,활동
1125,드래곤힐스파,"['싸다, 저렴하다', '음식, 식사', '가격', '휴식', '비싸다', '친구', '아이']",176,3.5,"싸다, 저렴하다","음식, 식사",가격,휴식,휴식
1126,스파 지 명동점,['가격'],2,5.0,가격,Nan,Nan,Nan,Nan
1127,스파렉스 동대문점,"['돈', '음식, 식사', '싸다, 저렴하다', '가격', '친구', '문화', '관광지']",17,4.4117647060000005,돈,"음식, 식사","싸다, 저렴하다",가격,가격
1128,더 스파 그랜드 하얏트 서울,"['호텔', '아이', '산책', '커플', '자연', '가족', '힐링']",11,4.545454545,호텔,아이,산책,커플,커플
1129,인사동 한증막,"['관광지', '돈', '휴식', '비싸다', '친구', '호텔', '자연']",15,4.533333333,관광지,돈,휴식,비싸다,비싸다
1130,씨랄라,"['아이', '가격', '분수', '가족', '공원', '활동', '구매']",7,4.0,아이,가격,분수,가족,가족
1131,스파 1899 동인비 - 대치점,"['비싸다', '구매', '싸다, 저렴하다', '유익하다', '가격', '호텔']",2,5.0,비싸다,구매,"싸다, 저렴하다",유익하다,유익하다
1132,프로방스 스파 바이 록시땅,"['돈', '힐링', '휴식', '싸다, 저렴하다']",12,4.75,돈,힐링,휴식,"싸다, 저렴하다","싸다, 저렴하다"
1133,미조 에스떼 살롱,"['가격', '돈', '체험']",6,4.666666667,가격,돈,체험,Nan,Nan
1134,신천 마사지/ 아델 힐링타이,"['친구', '싸다, 저렴하다', '먹다', '힐링', '가격', '커플', '휴식']",7,5.0,친구,"싸다, 저렴하다",먹다,힐링,힐링
1135,2s 압구정,"['친구', '커플', '음식, 식사', '힐링', '휴식', '궁전']",11,4.909090909,친구,커플,"음식, 식사",힐링,힐링
1137,헤라,"['비싸다', '돈', '싸다, 저렴하다', '가격']",1,3.0,비싸다,돈,"싸다, 저렴하다",가격,가격
1138,큐 스파 앤 클리닉,"['호텔', '가격', '싸다, 저렴하다', '친구', '비싸다', '영화', '돈']",10,4.7,호텔,가격,"싸다, 저렴하다",친구,친구
1139,설화수 스파,"['쇼핑', '먹다', '가격']",5,4.2,쇼핑,먹다,가격,Nan,Nan
1140,스파 레이,"['음식, 식사', '휴식', '싸다, 저렴하다', '가격', '먹다', '친구', '힐링']",28,3.571428571,"음식, 식사",휴식,"싸다, 저렴하다",가격,가격
1141,스파렉스 불한증막 사우나,"['돈', '휴식', '음식, 식사', '쇼핑', '먹다', '친구', '호텔']",9,2.888888889,돈,휴식,"음식, 식사",쇼핑,쇼핑
1142,워터킹덤 송파파크하비오점,"['아이', '가족', '먹다', '공원', '재미', '비싸다', '상품']",5,4.6,아이,가족,먹다,공원,공원
1143,더 스파 인 가든파이브,"['영화', '음식, 식사', '먹다', '가족', '가격', '싸다, 저렴하다', '휴식']",15,3.733333333,영화,"음식, 식사",먹다,가족,가족
1144,설화수 스파,"['가격', '호텔', '돈', '휴식', '친구', '체험', '먹다']",6,4.0,가격,호텔,돈,휴식,휴식
1145,팬시스튜디오,"['강좌', '재미']",2,5.0,강좌,재미,Nan,Nan,Nan
1146,뱀부테라피,"['가격', '쇼핑', '싸다, 저렴하다', '상품', '휴식']",9,4.333333333,가격,쇼핑,"싸다, 저렴하다",상품,상품
1147,네츄럴타이스파 - 압구정점,"['싸다, 저렴하다', '친구', '가격']",3,5.0,"싸다, 저렴하다",친구,가격,Nan,Nan
1148,네츄럴타이스파 - 역삼점,"['친구', '싸다, 저렴하다', '커플', '가격', '비싸다']",4,5.0,친구,"싸다, 저렴하다",커플,가격,가격
1149,반얀 트리 스파,"['호텔', '음식, 식사', '싸다, 저렴하다', '구매', '가격', '가족', '힐링']",7,4.1428571430000005,호텔,"음식, 식사","싸다, 저렴하다",구매,구매
1150,황금스파,['관광지'],1,3.0,관광지,Nan,Nan,Nan,Nan
1152,벨르테라피,"['돈', '친구', '비싸다', '힐링']",10,4.6,돈,친구,비싸다,힐링,힐링
1153,스파 디어오가닉,"['호텔', '친구']",3,5.0,호텔,친구,Nan,Nan,Nan
1154,파라곤스파,"['음식, 식사']",3,4.333333333,"음식, 식사",Nan,Nan,Nan,Nan
1155,숲속 한방 랜드,"['먹다', '휴식', '음식, 식사', '가격', '돈', '예술', '가족']",6,3.833333333,먹다,휴식,"음식, 식사",가격,가격
1156,해피데이스파 홍대점,"['싸다, 저렴하다', '호텔', '가격', '휴식', '돈', '음식, 식사', '커플']",25,3.16,"싸다, 저렴하다",호텔,가격,휴식,휴식
1158,인스파,"['호텔', '싸다, 저렴하다', '친구']",2,5.0,호텔,"싸다, 저렴하다",친구,Nan,Nan
1160,굿모닝 약손마사지,"['쇼핑', '싸다, 저렴하다']",2,5.0,쇼핑,"싸다, 저렴하다",Nan,Nan,Nan
1161,디 오리엔탈,[],1,5.0,Nan,Nan,Nan,Nan,Nan
1163,준 타이 마사지,[],1,4.0,Nan,Nan,Nan,Nan,Nan
1165,삼호 궁전 사우나,[],2,4.5,Nan,Nan,Nan,Nan,Nan
1167,인사동 마사지,['가격'],2,5.0,가격,Nan,Nan,Nan,Nan
1168,우리유황온천,"['쇼핑', '음식, 식사']",2,5.0,쇼핑,"음식, 식사",Nan,Nan,Nan
1170,스파더엘,"['싸다, 저렴하다', '비싸다', '가격', '호텔']",2,4.5,"싸다, 저렴하다",비싸다,가격,호텔,호텔
1171,Samsung Leports Center,"['아이', '싸다, 저렴하다', '비싸다']",2,5.0,아이,"싸다, 저렴하다",비싸다,Nan,Nan
1172,월드사우나24시찜질방,"['관광지', '음식, 식사']",3,4.0,관광지,"음식, 식사",Nan,Nan,Nan
1174,코로비아,['호텔'],1,5.0,호텔,Nan,Nan,Nan,Nan
1177,티파니스킨,['활동'],1,5.0,활동,Nan,Nan,Nan,Nan
1178,오휘스파 논현,"['비싸다', '역사', '싸다, 저렴하다', '가격']",3,3.666666667,비싸다,역사,"싸다, 저렴하다",가격,가격
1179,쑥뜸명가 - 잠실본점,[],1,5.0,Nan,Nan,Nan,Nan,Nan
1181,포시즌스 스파,"['음식, 식사', '궁전']",1,5.0,"음식, 식사",궁전,Nan,Nan,Nan
1182,휴고 스파,[],2,4.0,Nan,Nan,Nan,Nan,Nan
1183,엘림피부경락,['가격'],1,5.0,가격,Nan,Nan,Nan,Nan
1184,벤자롱스파 - 창2동점,[],1,5.0,Nan,Nan,Nan,Nan,Nan
1187,아이뽀 - 삼성점,"['커플', '아이']",1,5.0,커플,아이,Nan,Nan,Nan
1193,국일관,"['친구', '휴식']",1,3.0,친구,휴식,Nan,Nan,Nan
1195,약손119마사지,"['힐링', '돈', '먹다']",3,3.666666667,힐링,돈,먹다,Nan,Nan
1196,삼모스포렉스,"['싸다, 저렴하다', '비싸다']",1,5.0,"싸다, 저렴하다",비싸다,Nan,Nan,Nan
1197,골든사우나,['가격'],1,5.0,가격,Nan,Nan,Nan,Nan
1198,바른마사지마마,"['친구', '궁전']",1,5.0,친구,궁전,Nan,Nan,Nan
1199,수정탕,[],1,5.0,Nan,Nan,Nan,Nan,Nan
1200,시암타이마사지,['가격'],4,5.0,가격,Nan,Nan,Nan,Nan
1201,골든크라운크로스핏 - 서대문역,"['음식, 식사']",1,4.0,"음식, 식사",Nan,Nan,Nan,Nan
1204,중계스파밸리,['가족'],1,4.0,가족,Nan,Nan,Nan,Nan
1205,명동 머드 한증막,"['휴식', '아이', '친구', '음식, 식사', '예술']",4,2.75,휴식,아이,친구,"음식, 식사","음식, 식사"
1207,콘래드 스파,[],1,4.0,Nan,Nan,Nan,Nan,Nan
1208,스파 더 정,"['호텔', '휴식', '가격']",1,4.0,호텔,휴식,가격,Nan,Nan
1210,River Sauna,"['돈', '가격']",1,4.0,돈,가격,Nan,Nan,Nan
1211,약손명가 본점,['체험'],2,4.0,체험,Nan,Nan,Nan,Nan
1212,Utopia Spa,"['체험', '아이']",1,4.0,체험,아이,Nan,Nan,Nan
1213,타이 팰리스,['호텔'],1,4.0,호텔,Nan,Nan,Nan,Nan
1214,잠실수양불한증막,[],1,3.0,Nan,Nan,Nan,Nan,Nan
1215,올림피아 사우나,"['음식, 식사']",1,4.0,"음식, 식사",Nan,Nan,Nan,Nan
1216,오투 바디앤풋,"['가격', '쇼핑']",1,4.0,가격,쇼핑,Nan,Nan,Nan
1218,우 마사지,"['싸다, 저렴하다', '관광지', '먹다', '친구', '가격', '호텔']",3,4.333333333,"싸다, 저렴하다",관광지,먹다,친구,친구
1219,동대문마사지,"['가격', '돈', '쇼핑']",1,1.0,가격,돈,쇼핑,Nan,Nan
1220,봉일스파랜드,"['돈', '먹다', '음식, 식사']",3,3.333333333,돈,먹다,"음식, 식사",Nan,Nan
1221,얼짱몸짱 이수점,"['싸다, 저렴하다', '가격', '힐링']",3,3.0,"싸다, 저렴하다",가격,힐링,Nan,Nan
1222,롯데 불한증막 사우나,"['가격', '돈', '싸다, 저렴하다', '호텔']",1,4.0,가격,돈,"싸다, 저렴하다",호텔,호텔
1224,신촌 불한증막,[],1,3.0,Nan,Nan,Nan,Nan,Nan
1225,씨앤미스파밸리,['가족'],1,3.0,가족,Nan,Nan,Nan,Nan
1226,목동헬스대중사우나,[],1,3.0,Nan,Nan,Nan,Nan,Nan
1228,백록담사우나,['가족'],1,3.0,가족,Nan,Nan,Nan,Nan
1229,관악프라자,"['쇼핑', '시장']",1,3.0,쇼핑,시장,Nan,Nan,Nan
1231,겔랑 스파,"['호텔', '먹다']",4,3.5,호텔,먹다,Nan,Nan,Nan
1232,주양보석불가마사우나,"['돈', '휴식']",3,2.666666667,돈,휴식,Nan,Nan,Nan
1233,한성보석사우나,['가격'],1,2.0,가격,Nan,Nan,Nan,Nan
1235,스파 어바인,"['친구', '힐링']",2,5.0,친구,힐링,Nan,Nan,Nan
1236,월드컵 스파랜드 24,['친구'],4,2.5,친구,Nan,Nan,Nan,Nan
1237,마르지아힐링스파 청담점,"['힐링', '체험', '가격', '커플', '친구', '호텔', '자연']",13,4.923076923,힐링,체험,가격,커플,커플
1238,오투,['친구'],1,1.0,친구,Nan,Nan,Nan,Nan
1239,풍림24시불가마사우나,"['돈', '먹다', '이벤트']",5,1.6,돈,먹다,이벤트,Nan,Nan
1240,한강 사우나,"['가격', '싸다, 저렴하다', '비싸다', '친구', '호텔']",2,1.0,가격,"싸다, 저렴하다",비싸다,친구,친구
1241,동영휘트니스클럽,"['돈', '강좌']",1,1.0,돈,강좌,Nan,Nan,Nan
1243,우리건강연구소,['돈'],2,5.0,돈,Nan,Nan,Nan,Nan
1422,창덕궁,"['궁전', '산책', '역사', '문화', '관광지', '친구', '자연']",1235,4.405668016,궁전,산책,역사,문화,문화
1423,봉은사,"['쇼핑', '관광지', '휴식', '산책', '싸다, 저렴하다', '궁전', '호텔']",445,4.348314607,쇼핑,관광지,휴식,산책,산책
1424,조계사,"['음식, 식사', '먹다', '휴식', '관광지', '궁전', '호텔', '쇼핑']",262,4.27480916,"음식, 식사",먹다,휴식,관광지,관광지
1425,서울 한양 도성,"['역사', '공원', '산책', '먹다', '박물관', '자연', '풍경']",74,4.418918918999999,역사,공원,산책,먹다,먹다
1426,창경궁,"['궁전', '역사', '관광지', '문화', '산책', '공원', '쇼핑']",260,4.438461538,궁전,역사,관광지,문화,문화
1427,이화여자대학교,"['쇼핑', '음식, 식사', '싸다, 저렴하다', '가격', '산책', '관광지', '먹다']",340,4.176470588,쇼핑,"음식, 식사","싸다, 저렴하다",가격,가격
1428,명동 성당,"['쇼핑', '역사', '음식, 식사', '관광지', '휴식', '먹다', '호텔']",325,4.384615385,쇼핑,역사,"음식, 식사",관광지,관광지
1429,홍대앞 거리,"['음식, 식사', '쇼핑', '공연', '먹다', '재미', '친구', '문화']",671,4.220566319,"음식, 식사",쇼핑,공연,먹다,먹다
1430,명동 쇼핑 거리,"['쇼핑', '음식, 식사', '관광지', '먹다', '싸다, 저렴하다', '비싸다', '가격']",2667,4.173228346,쇼핑,"음식, 식사",관광지,먹다,먹다
1431,서울스카이,"['전망대', '싸다, 저렴하다', '비싸다', '가격', '구매', '친구', '먹다']",60,4.083333333,전망대,"싸다, 저렴하다",비싸다,가격,가격
1432,청계천,"['산책', '먹다', '휴식', '커플', '가족', '친구', '음식, 식사']",1266,4.319905213,산책,먹다,휴식,커플,커플
1433,인사동,"['음식, 식사', '먹다', '관광지', '쇼핑', '체험', '문화', '재미']",1675,4.230447761000001,"음식, 식사",먹다,관광지,쇼핑,쇼핑
1434,삼청동길,"['음식, 식사', '쇼핑', '산책', '먹다', '싸다, 저렴하다', '궁전', '관광지']",230,4.173913043,"음식, 식사",쇼핑,산책,먹다,먹다
1435,N 서울 타워,"['전망대', '산책', '관광지', '공원' ,'나들이', '공원']",2985,4.191959799,전망대,산책,관광지,공원,공원
1436,동대문 디자인 플라자,"['문화', '박물관', '전시관',' 예술']",628,4.187898089,문화,박물관,전시관, 예술, 예술
1437,광화문,"['궁전', '역사', '음식, 식사', '아이', '풍경', '문화', '돈']",240,4.275,궁전,역사,"음식, 식사",아이,아이
1438,덕수궁,"['궁전', '역사', '미술', '미술관', '관광지', '싸다, 저렴하다', '박물관']",287,4.348432056,궁전,역사,미술,미술관,미술관
1439,북촌 한옥마을,"['음식, 식사', '관광지', '산책', '친구', '먹다', '궁전', '체험']",1278,4.264475743,"음식, 식사",관광지,산책,친구,친구
1440,종묘,"['문화', '역사', '궁전', '관광지', '휴식', '산책', '싸다, 저렴하다']",189,4.2063492060000005,문화,역사,궁전,관광지,관광지
1441,남산골 한옥 마을,"['산책', '공원', '문화', '관광지', '체험', '역사', '아이']",284,4.1830985919999994,산책,공원,문화,관광지,관광지
1442,광화문 광장,"['궁전', '역사', '박물관', '산책', '관광지', '음식, 식사', '분수']",279,4.161290323,궁전,역사,박물관,산책,산책
1443,서울중앙성원,"['음식, 식사', '먹다', '친구', '풍경', '쇼핑', '관광지', '재미']",42,4.2619047619999995,"음식, 식사",먹다,친구,풍경,풍경
1444,이화 벽화마을,"['예술', '음식, 식사', '공원', '산책', '쇼핑', '재미', '관광지']",131,4.053435115,예술,"음식, 식사",공원,산책,산책
1445,서울 시청,"['궁전', '음식, 식사', '아이', '관광지', '호텔', '문화', '재미']",176,3.9318181819999998,궁전,"음식, 식사",아이,관광지,관광지
1446,세종대왕 동상,"['궁전', '박물관', '역사', '관광지', '전시관', '문화', '아이']",140,4.057142857,궁전,박물관,역사,관광지,관광지
1447,충무공 이순신 동상,"['궁전', '역사', '박물관', '분수', '아이', '관광지', '전쟁']",80,4.1,궁전,역사,박물관,분수,분수
1448,신촌,"['음식, 식사', '쇼핑', '싸다, 저렴하다', '먹다', '문화', '가격', '비싸다']",76,3.934210526,"음식, 식사",쇼핑,"싸다, 저렴하다",먹다,먹다
1449,이대 패션거리,"['쇼핑', '음식, 식사', '가격', '싸다, 저렴하다', '먹다', '관광지', '비싸다']",100,3.72,쇼핑,"음식, 식사",가격,"싸다, 저렴하다","싸다, 저렴하다"
1450,이태원,"['음식, 식사', '쇼핑', '먹다', '싸다, 저렴하다', '문화', '관광지', '재미']",200,4.05,"음식, 식사",쇼핑,먹다,"싸다, 저렴하다","싸다, 저렴하다"
1451,서울 월드컵 경기장 (상암 월드컵 경기장),"['경기', '공원', '쇼핑', '음식, 식사', '박물관', '영화', '문화']",78,4.064102564,경기,공원,쇼핑,"음식, 식사","음식, 식사"
1452,선릉과 정릉,"['산책', '공원', '휴식', '먹다', '자연', '싸다, 저렴하다', '역사']",65,4.061538462,산책,공원,휴식,먹다,먹다
1453,63시티,"['음식, 식사', '전망대', '먹다', '아쿠아리움', '아이', '박물관', '관광지']",105,3.79047619,"음식, 식사",전망대,먹다,아쿠아리움,아쿠아리움
1454,경희대학교 서울캠퍼스,"['산책', '음식, 식사', '관광지', '싸다, 저렴하다', '먹다', '공연', '공원']",51,4.215686275,산책,"음식, 식사",관광지,"싸다, 저렴하다","싸다, 저렴하다"
1455,숭례문,"['역사', '시장', '궁전', '싸다, 저렴하다', '관광지', '문화', '먹다']",108,3.898148148,역사,시장,궁전,"싸다, 저렴하다","싸다, 저렴하다"
1456,서울로7017,"['산책', '비싸다', '공원', '먹다', '음식, 식사', '아이', '풍경']",53,3.6415094339999996,산책,비싸다,공원,먹다,먹다
1457,익선동한옥거리,"['음식, 식사', '쇼핑', '먹다', '호텔', '재미', '아이', '공예']",37,4.243243243,"음식, 식사",쇼핑,먹다,호텔,호텔
1458,서울 대학로,"['공연', '음식, 식사', '공원', '먹다', '문화', '싸다, 저렴하다', '예술']",69,4.144927536,공연,"음식, 식사",공원,먹다,먹다
1459,동대문 (흥인지문),"['쇼핑', '시장', '역사', '싸다, 저렴하다', '먹다', '관광지', '음식, 식사']",107,3.813084112,쇼핑,시장,역사,"싸다, 저렴하다","싸다, 저렴하다"
1460,운현궁,"['궁전', '역사', '관광지', '산책', '휴식', '전시관', '먹다']",60,4.1,궁전,역사,관광지,산책,산책
1461,낙산 공공 미술,"['음식, 식사', '공원', '관광지', '예술', '먹다', '재미', '게임']",20,4.2,"음식, 식사",공원,관광지,예술,예술
1462,삼청각,"['음식, 식사', '먹다', '가족', '가격', '싸다, 저렴하다', '요리', '친구']",70,4.285714286,"음식, 식사",먹다,가족,가격,가격
1463,청와대,"['궁전', '아이', '산책', '관광지', '공원', '문화', '박물관']",65,3.8,궁전,아이,산책,관광지,관광지
1464,북악산 서울 성곽,"['산책', '공원', '먹다', '휴식', '관광지', '풍경', '음식, 식사']",46,4.391304348,산책,공원,먹다,휴식,휴식
1465,서울 광장,"['아이', '호텔', '음식, 식사', '싸다, 저렴하다', '쇼핑', '궁전', '휴식']",64,3.84375,아이,호텔,"음식, 식사","싸다, 저렴하다","싸다, 저렴하다"
1466,동대문 시장 생선구이 골목,"['음식, 식사', '먹다', '싸다, 저렴하다', '가격', '쇼핑', '아이', '돈']",42,3.833333333,"음식, 식사",먹다,"싸다, 저렴하다",가격,가격
1467,고척스카이돔,"['경기', '콘서트', '음식, 식사', '전망대', '게임', '먹다', '공연']",37,4.1621621619999996,경기,콘서트,"음식, 식사",전망대,전망대
1468,경희궁,"['궁전', '역사', '박물관', '관광지', '산책', '공원', '문화']",40,4.0,궁전,역사,박물관,관광지,관광지
1469,반포대교,"['분수', '공원', '먹다', '음식, 식사', '친구', '산책', '공연']",105,3.628571429,분수,공원,먹다,"음식, 식사","음식, 식사"
1470,고려대학교,"['음식, 식사', '산책', '아이', '먹다', '역사', '싸다, 저렴하다', '강좌']",35,4.342857143,"음식, 식사",산책,아이,먹다,먹다
1471,길상사,"['힐링', '박물관', '휴식', '음식, 식사', '역사', '자연', '산책']",25,4.72,힐링,박물관,휴식,"음식, 식사","음식, 식사"
1472,코엑스,"['쇼핑', '음식, 식사', '전시관', '영화', '비싸다', '재미', '싸다, 저렴하다']",20,4.3,쇼핑,"음식, 식사",전시관,영화,영화
1473,홍익대학교,"['음식, 식사', '예술', '쇼핑', '먹다', '문화', '싸다, 저렴하다', '재미']",29,3.8620689660000003,"음식, 식사",예술,쇼핑,먹다,먹다
